Tipo;Numero;Nome;Umidade;Energia kcal;Energia kJ;Proteína;Lipídeos;Colesterol;Carboidrato;Fibra Alimentar;Cinzas;Cálcio;Magnésio;Número do;Manganês;Fósforo;Ferro;Sódio;Potássio;Cobre;Zinco;Retinol;RE;RAE ;Tiamina;Riboflavina;Piridoxina;Niacina;Vitamina C
Verduras, hortaliças e derivados;64;Abóbora, cabotian, cozida;86,4;48;201;1,4;0,7;NA;10,8;2,5;0,7;8;9;64;0,26;33;0,3;1;199;0,06;0,3;NA;;;0,08;Tr;0,07;Tr;7,5
Verduras, hortaliças e derivados;65;Abóbora, cabotian, crua;88,5;39;161;1,7;0,5;NA;8,4;2,2;0,8;18;9;65;0,11;26;0,4;Tr;351;0,06;0,3;NA;446;223;Tr;Tr;0,10;Tr;5,1
Verduras, hortaliças e derivados;66;Abóbora, menina brasileira, crua;95,7;14;57;0,6;Tr;NA;3,3;1,2;0,4;9;4;66;0,01;12;0,2;Tr;165;0,02;Tr;NA;1108;554;0,07;Tr;0,04;Tr;1,5
Verduras, hortaliças e derivados;67;Abóbora, moranga, crua;95,9;12;52;1,0;0,1;NA;2,7;1,7;0,4;3;2;67;0,01;8;Tr;Tr;125;0,05;0,1;NA;278;139;Tr;Tr;0,06;Tr;9,6
Verduras, hortaliças e derivados;68;Abóbora, moranga, refogada;92,5;29;121;0,4;0,8;NA;6,0;1,5;0,4;19;7;68;0,02;12;0,1;3;183;0,04;0,1;NA;95;48;0,05;Tr;0,05;Tr;6,7
Verduras, hortaliças e derivados;69;Abóbora, pescoço, crua;92,5;24;102;0,7;0,1;NA;6,1;2,3;0,6;9;7;69;0,07;32;0,3;1;264;0,09;0,2;NA;;;Tr;Tr;0,06;Tr;2,1
Verduras, hortaliças e derivados;70;Abobrinha, italiana, cozida;95,3;15;63;1,1;0,2;NA;3,0;1,6;0,4;17;17;70;0,11;22;0,2;1;126;0,01;0,3;NA;;;0,05;Tr;0,06;Tr;2,1
Verduras, hortaliças e derivados;71;Abobrinha, italiana, crua;93,9;19;81;1,1;0,1;NA;4,3;1,4;0,6;15;20;71;0,09;32;0,2;Tr;253;0,05;0,2;NA;41;20;Tr;0,06;0,03;Tr;6,9
Verduras, hortaliças e derivados;72;Abobrinha, italiana, refogada;93,5;24;102;1,1;0,8;NA;4,2;1,4;0,4;21;13;72;0,14;32;0,4;2;194;0,02;0,3;NA;42;21;0,04;Tr;Tr;Tr;7,5
Verduras, hortaliças e derivados;73;Abobrinha, paulista, crua;90,9;31;129;0,6;0,1;NA;7,9;2,6;0,5;19;9;73;0,11;33;0,2;1;213;0,10;0,2;NA;;;Tr;Tr;0,03;Tr;17,5
Verduras, hortaliças e derivados;74;Acelga, crua;93,2;21;88;1,4;0,1;NA;4,6;1,1;0,6;43;10;74;0,11;40;0,3;1;240;0,10;0,3;NA;;;0,04;Tr;0,16;Tr;22,6
Verduras, hortaliças e derivados;75;Agrião, cru;93,9;17;69;2,7;0,2;NA;2,3;2,1;0,9;133;18;75;0,28;51;3,1;7;218;0,10;0,7;NA;458;229;0,11;0,23;0,09;1,19;60,1
Verduras, hortaliças e derivados;76;Aipo, cru;93,8;19;80;0,8;0,1;NA;4,3;1,0;1,1;65;9;76;0,18;28;0,7;10;274;0,31;0,1;NA;916;458;Tr;Tr;0,18;Tr;5,9
Verduras, hortaliças e derivados;77;Alface, americana, crua;97,2;9;37;0,6;0,1;NA;1,7;1,0;0,3;14;6;77;0,12;19;0,3;7;136;0,02;0,2;NA;;;0,03;Tr;0,04;Tr;11,0
Verduras, hortaliças e derivados;78;Alface, crespa, crua;96,1;11;45;1,3;0,2;NA;1,7;1,8;0,7;38;11;78;0,20;26;0,4;3;267;0,03;0,3;NA;234;117;0,11;0,12;Tr;1,09;15,6
Verduras, hortaliças e derivados;79;Alface, lisa, crua;95,0;14;58;1,7;0,1;NA;2,4;2,3;0,8;28;9;79;0,33;26;0,6;4;349;0,03;0,3;NA;368;184;0,09;0,08;0,07;0,75;21,4
Verduras, hortaliças e derivados;80;Alface, roxa, crua;95,7;13;53;0,9;0,2;NA;2,5;2,0;0,7;34;9;80;0,12;51;2,5;7;308;0,04;0,2;NA;312;156;Tr;Tr;Tr;Tr;13,5
Verduras, hortaliças e derivados;81;Alfavaca, crua;90,2;29;122;2,7;0,5;NA;5,2;4,1;1,4;258;84;81;0,15;50;1,3;5;261;0,15;0,7;NA;;;Tr;0,12;0,56;Tr;Tr
Verduras, hortaliças e derivados;82;Alho, cru;67,5;113;473;7,0;0,2;NA;23,9;4,3;1,3;14;21;82;0,24;149;0,8;5;535;0,15;0,8;NA;;;0,18;Tr;0,44;Tr;*
Verduras, hortaliças e derivados;83;Alho-poró, cru;91,0;32;132;1,4;0,1;NA;6,9;2,5;0,6;34;11;83;0,10;36;0,6;2;224;0,29;0,2;NA;16;8;0,06;Tr;0,08;0,34;14,1
Verduras, hortaliças e derivados;84;Almeirão, cru;93,7;18;75;1,8;0,2;NA;3,3;2,6;1,0;19;21;84;0,17;40;0,7;2;369;0,10;0,3;NA;566;283;0,10;0,18;Tr;0,63;1,7
Verduras, hortaliças e derivados;85;Almeirão, refogado;86,5;65;272;1,7;4,8;NA;5,7;3,4;1,2;63;17;85;0,28;31;1,6;15;315;0,06;0,2;NA;;;0,03;0,06;0,05;4,03;1,5
Verduras, hortaliças e derivados;86;Batata, baroa, cozida;79,3;80;335;0,9;0,2;NA;18,9;1,8;0,8;12;8;86;0,22;29;0,4;2;258;0,15;0,4;NA;;;0,06;Tr;Tr;1,98;17,1
Verduras, hortaliças e derivados;87;Batata, baroa, crua;73,7;101;423;1,0;0,2;NA;24,0;2,1;1,1;17;12;87;0,07;45;0,3;Tr;505;0,05;0,2;NA;25;12;0,05;Tr;0,12;Tr;7,6
Verduras, hortaliças e derivados;88;Batata, doce, cozida;80,4;77;321;0,6;0,1;NA;18,4;2,2;0,4;17;11;88;0,14;15;0,2;3;148;0,06;0,1;NA;;;0,08;Tr;0,05;2,57;23,8
Verduras, hortaliças e derivados;89;Batata, doce, crua;69,5;118;495;1,3;0,1;NA;28,2;2,6;0,9;21;17;89;0,18;36;0,4;9;340;0,11;0,2;NA;;;0,06;Tr;0,10;Tr;16,5
Verduras, hortaliças e derivados;90;Batata, frita, tipo chips, industrializada;2,7;543;2271;5,6;36,6;NA;51,2;2,5;3,9;12;24;90;0,23;96;0,7;607;1014;0,12;0,6;NA;;;0,20;Tr;0,13;2,61;Tr
Verduras, hortaliças e derivados;91;Batata, inglesa, cozida;86,4;52;216;1,2;Tr;NA;11,9;1,3;0,5;4;5;91;0,07;24;0,2;2;161;0,06;0,2;NA;;;0,05;Tr;0,08;Tr;3,8
Verduras, hortaliças e derivados;92;Batata, inglesa, crua;82,9;64;269;1,8;Tr;NA;14,7;1,2;0,6;4;15;92;0,10;39;0,4;Tr;302;0,09;0,2;NA;;;0,10;Tr;0,15;Tr;31,1
Verduras, hortaliças e derivados;93;Batata, inglesa, frita;44,1;267;1118;5,0;13,1;NA;35,6;8,1;2,2;6;14;93;0,15;70;0,4;2;489;0,10;0,4;NA;;;0,17;Tr;0,10;2,51;16,3
Verduras, hortaliças e derivados;94;Batata, inglesa, sauté;83,1;68;284;1,3;0,9;NA;14,1;1,4;0,6;4;6;94;0,08;32;0,3;8;199;0,05;0,2;NA;;;0,07;Tr;0,09;1,38;Tr
Verduras, hortaliças e derivados;95;Berinjela, cozida;94,4;19;79;0,7;0,1;NA;4,5;2,5;0,3;11;9;95;0,11;15;0,2;1;105;0,04;0,1;NA;;;0,04;Tr;Tr;Tr;Tr
Verduras, hortaliças e derivados;96;Berinjela, crua;93,8;20;82;1,2;0,1;NA;4,4;2,9;0,4;9;13;96;0,10;20;0,2;Tr;205;0,06;0,1;NA;24;12;0,04;0,05;Tr;Tr;3,0
Verduras, hortaliças e derivados;97;Beterraba, cozida;90,6;32;135;1,3;0,1;NA;7,2;1,9;0,8;15;17;97;0,19;30;0,2;23;245;0,04;0,4;NA;;;0,09;Tr;Tr;Tr;1,2
Verduras, hortaliças e derivados;98;Beterraba, crua;86,0;49;204;1,9;0,1;NA;11,1;3,4;0,9;18;24;98;1,23;19;0,3;10;375;0,08;0,5;NA;;;0,04;Tr;0,04;Tr;3,1
Verduras, hortaliças e derivados;99;Biscoito, polvilho doce;5,4;438;1831;1,3;12,2;9;80,5;1,2;0,5;30;6;99;0,08;23;1,8;98;54;0,04;0,1;Tr;;;Tr;0,03;0,07;Tr;Tr
Verduras, hortaliças e derivados;100;Brócolis, cozido;92,6;25;103;2,1;0,5;NA;4,4;3,4;0,4;51;15;100;0,12;33;0,5;2;119;0,08;0,2;NA;;;0,04;0,03;Tr;Tr;42,0
Verduras, hortaliças e derivados;101;Brócolis, cru;91,2;25;107;3,6;0,3;NA;4,0;2,9;0,8;86;30;101;0,26;78;0,6;3;322;0,06;0,5;NA;279;140;0,12;0,18;0,08;1,39;34,3
Verduras, hortaliças e derivados;102;Cará, cozido;78,9;78;325;1,5;0,1;NA;18,9;2,6;0,6;5;15;102;0,02;28;0,3;1;203;0,11;0,2;NA;;;0,12;Tr;0,12;Tr;Tr
Verduras, hortaliças e derivados;103;Cará, cru;73,7;96;400;2,3;0,1;NA;23,0;7,3;0,9;4;11;103;0,01;35;0,2;Tr;212;0,06;0,2;NA;;;0,11;Tr;0,02;Tr;8,8
Verduras, hortaliças e derivados;104;Caruru, cru;87,6;34;142;3,2;0,6;NA;6,0;4,5;2,6;455;197;104;0,89;77;4,5;14;279;0,37;6,0;NA;1906;953;Tr;0,10;0,11;Tr;5,4
Verduras, hortaliças e derivados;105;Catalonha, crua;91,8;24;100;1,9;0,3;NA;4,8;2,0;1,3;57;17;105;0,34;32;3,1;9;412;0,27;0,5;NA;;;Tr;0,03;0,36;1,54;7,3
Verduras, hortaliças e derivados;106;Catalonha, refogada;87,4;63;265;2,0;4,8;NA;4,8;3,7;1,0;63;16;106;0,64;35;1,2;25;452;0,18;0,4;NA;850;425;0,04;Tr;0,03;0,60;Tr
Verduras, hortaliças e derivados;107;Cebola, crua;88,9;39;165;1,7;0,1;NA;8,9;2,2;0,4;14;12;107;0,13;38;0,2;1;176;0,05;0,2;NA;;;0,04;Tr;0,14;Tr;4,7
